charger id,current,delta_current,voltage,delta_voltage,power (W),expected_load,status,location,temperature,class
19314,13.46,-9.31,640.7,93.43,8242.7,7525,CHARGING,"(52.27, 13.45)",42.1,1
19315,0.0,-0.54,0.0,0.31,7.3,0,OFF,"(-33.92, 151.08)",22.0,0
19316,0.0,-0.83,47.6,2.82,19.2,0,IDLE,"(51.41, -0.26)",22.2,0
19317,22.73,-0.22,376.2,-2.86,8288.3,6459,CHARGING,"(34.13, -118.26)",29.2,0
19318,6.23,-0.08,463.8,-2.06,2723.9,8611,CHARGING,"(40.78, -74.27)",32.6,0
19319,2.98,5.49,536.3,20.66,1544.8,1665,SAFE MODE,"(28.45, 77.41)",59.0,1
19320,26.82,-0.01,413.0,-0.28,10995.8,10654,CHARGING,"(28.59, 77.34)",30.5,0
19321,0.07,1.72,0.0,0.77,0.0,0,OFF,"(28.79, 77.21)",18.4,0
19322,31.87,-0.56,452.0,6.66,13861.9,8764,CHARGING,"(37.62, -122.37)",31.4,0
19323,9.47,0.04,583.5,2.01,5559.5,9225,CHARGING,"(52.64, 13.34)",37.0,0
19324,22.81,1.2,494.8,86.26,10796.2,5197,ERROR,"(-33.93, 151.13)",51.9,1
19325,0.0,-0.12,0.0,1.4,54.2,40,IDLE,"(34.37, -118.3)",18.1,0
19326,0.39,-0.0,0.0,0.81,77.0,0,IDLE,"(40.89, -74.16)",20.8,0
19327,0.0,0.5,17.4,0.82,28.8,15,IDLE,"(48.85, 2.49)",19.6,0
19328,13.17,-0.17,402.6,5.88,5362.3,9428,CHARGING,"(35.62, 139.57)",30.1,0
19329,0.0,-0.63,31.7,0.86,62.6,8,IDLE,"(49.03, 2.32)",26.6,0
19330,20.74,-0.7,486.3,6.75,9670.1,8621,CHARGING,"(34.13, -118.28)",32.5,0
19331,14.6,0.38,609.9,1.19,8699.1,10766,CHARGING,"(37.57, -122.31)",38.7,0
19332,1.19,0.38,42.1,1.52,0.0,0,IDLE,"(52.66, 13.46)",16.7,0
19333,22.65,0.16,607.3,4.67,13157.7,8075,CHARGING,"(51.48, -0.08)",42.4,0
19334,26.89,-1.35,537.5,-6.87,14879.0,10813,CHARGING,"(37.88, -122.64)",28.2,0
19335,27.17,0.52,543.0,0.21,14710.9,10827,CHARGING,"(34.29, -118.26)",28.0,0
19336,24.36,0.58,495.2,-1.8,11997.5,8420,CHARGING,"(41.9, 12.32)",27.0,0
19337,20.57,-0.25,561.0,-4.54,12065.6,8906,CHARGING,"(48.81, 2.37)",39.9,0
19338,32.29,-0.09,354.4,1.9,11444.0,10755,CHARGING,"(34.2, -118.19)",25.3,0
19339,0.0,-11.31,605.2,68.59,40.6,10526,ERROR,"(48.81, 2.05)",58.1,1
19340,5.0,-0.24,512.9,-2.23,2582.8,10151,CHARGING,"(-33.88, 151.26)",34.0,0
19341,0.58,0.61,14.9,1.19,81.6,0,IDLE,"(41.58, 12.84)",26.7,0
19342,18.31,-1.4,417.1,4.13,7430.6,9164,CHARGING,"(40.64, -73.67)",29.6,0
19343,11.59,-0.65,561.2,1.39,6723.0,10636,CHARGING,"(35.68, 139.66)",32.8,0
19344,0.02,-0.1,0.0,0.13,0.0,0,OFF,"(-33.72, 151.17)",19.7,0
19345,0.0,4.3,410.5,64.03,0.0,2236,ERROR,"(52.53, 13.32)",51.1,1
19346,14.25,48.6,437.2,-30.92,5949.3,4977,SAFE MODE,"(40.74, -73.95)",49.3,2
19347,0.0,-1.06,0.0,-0.43,65.9,0,OFF,"(35.71, 139.84)",16.4,0
19348,0.0,0.55,0.2,-1.27,70.9,0,OFF,"(41.87, 12.43)",17.1,0
19349,1.37,0.16,3.7,-1.42,0.0,98,IDLE,"(37.63, -122.62)",15.0,0
19350,0.18,-0.3,0.0,-0.84,9.8,0,OFF,"(38.0, -122.23)",21.0,0
19351,22.11,-0.37,483.1,-0.07,10852.7,10525,CHARGING,"(28.47, 77.4)",38.5,0
19352,15.33,0.53,619.3,-0.05,9301.9,7861,CHARGING,"(41.02, -74.23)",36.1,0
19353,14.47,-0.97,564.6,-0.16,8042.0,5647,CHARGING,"(52.63, 13.55)",38.1,0
19354,13.12,-7.38,520.6,-10.34,6803.4,3106,SAFE MODE,"(28.55, 77.28)",38.2,1
19355,0.16,-0.39,0.2,-1.94,11.6,0,OFF,"(37.59, -122.63)",27.7,0
19356,0.04,0.02,1.5,-0.12,0.0,0,OFF,"(28.68, 77.21)",24.9,0
19357,1.61,0.26,434.9,-4.76,744.7,3207,SAFE MODE,"(48.96, 2.23)",27.3,0
19358,0.0,-9.68,214.9,-2.93,12.0,309,ERROR,"(33.96, -118.25)",40.8,2
19359,0.0,0.48,23.7,1.36,74.3,0,IDLE,"(42.06, 12.58)",31.7,0
19360,8.0,7.5,429.5,-63.54,3320.9,4643,ERROR,"(35.7, 139.86)",53.0,2
19361,26.1,0.63,539.8,2.47,14170.6,6643,CHARGING,"(51.55, -0.01)",34.3,0
19362,19.81,0.26,539.4,3.72,10758.1,4585,CHARGING,"(51.52, -0.11)",32.2,0
19363,0.0,-0.09,38.9,0.27,0.0,0,IDLE,"(28.51, 77.06)",23.8,0
19364,38.39,28.22,402.9,27.14,16005.4,958,ERROR,"(28.46, 77.0)",61.3,2
19365,1.38,-0.12,7.7,-3.8,44.2,0,IDLE,"(34.03, -118.16)",27.1,0
19366,0.1,-0.26,0.7,-2.31,11.0,0,OFF,"(35.94, 139.73)",19.2,0
19367,41.09,-1.04,397.5,-6.27,16736.9,11310,CHARGING,"(52.72, 13.42)",28.9,0
19368,0.0,0.0,20.3,1.74,0.0,1,IDLE,"(35.67, 139.57)",27.1,0
19369,16.31,-0.14,542.6,8.8,8925.5,12453,CHARGING,"(28.46, 77.39)",32.7,0
19370,19.57,-1.36,539.9,-16.23,10251.3,10570,CHARGING,"(34.25, -118.14)",29.7,0
19371,0.0,-0.61,0.0,-0.19,0.0,0,OFF,"(40.7, -74.21)",29.3,0
19372,18.91,-1.92,528.9,-4.38,9723.0,7929,CHARGING,"(40.62, -73.91)",29.7,0
19373,27.57,0.29,590.4,6.53,15980.7,12188,CHARGING,"(-33.88, 151.42)",35.6,0
19374,3.43,-0.57,0.0,-0.23,0.0,24,IDLE,"(-33.71, 151.15)",23.3,0
19375,13.95,0.9,572.5,-2.8,7969.6,9542,CHARGING,"(33.83, -118.04)",36.4,0
19376,35.63,-21.84,524.5,-44.99,18736.7,4498,ERROR,"(51.53, -0.25)",45.0,2
19377,5.0,-0.65,522.2,2.03,2662.1,5469,CHARGING,"(28.65, 77.28)",31.5,0
19378,1.14,0.07,0.0,1.02,59.5,77,IDLE,"(48.78, 2.36)",14.9,0
19379,14.35,0.51,571.5,0.94,7962.8,8608,CHARGING,"(37.71, -122.48)",32.0,0
19380,0.21,-1.03,0.1,-2.63,81.2,0,OFF,"(52.71, 13.41)",23.0,0
19381,0.0,-8.4,518.3,21.41,0.0,200,SAFE MODE,"(51.58, -0.35)",51.4,1
19382,14.29,0.37,593.1,-2.81,8337.4,7801,CHARGING,"(34.0, -118.33)",44.9,0
19383,0.0,-0.22,0.0,-3.23,0.0,0,OFF,"(-33.96, 151.16)",25.6,0
19384,19.79,-0.04,570.5,2.66,10949.3,7746,CHARGING,"(35.69, 139.62)",27.7,0
19385,14.97,0.46,574.6,2.95,8618.5,11657,CHARGING,"(41.95, 12.52)",38.2,0
19386,34.67,-5.28,309.9,14.43,10876.1,3764,ERROR,"(40.65, -74.16)",67.3,1
19387,13.12,-0.81,597.0,1.94,7848.2,8108,CHARGING,"(51.67, 0.15)",37.5,0
19388,0.0,3.7,254.2,6.54,21.4,0,ERROR,"(-33.91, 151.26)",31.4,1
19389,0.12,-1.28,0.3,1.05,0.0,0,OFF,"(48.78, 2.41)",15.8,0
19390,0.76,-0.43,9.1,1.11,55.6,92,IDLE,"(42.08, 12.45)",23.9,0
19391,0.92,0.23,0.0,-2.62,0.0,7,IDLE,"(40.67, -74.13)",25.2,0
19392,5.0,0.44,540.0,-1.58,2755.3,10190,CHARGING,"(35.82, 139.69)",32.0,0
19393,2.36,1.02,0.0,-0.66,0.0,0,IDLE,"(41.86, 12.73)",22.1,0
19394,11.12,2.57,337.9,41.32,3778.8,7561,ERROR,"(51.4, -0.04)",42.6,1
19395,30.2,-2.32,545.9,7.65,16294.1,16620,CHARGING,"(-33.65, 151.22)",31.7,0
19396,14.64,0.08,485.1,-3.67,7313.1,6695,CHARGING,"(35.77, 139.75)",25.7,0
19397,21.92,0.76,526.5,-5.78,11037.0,6479,CHARGING,"(37.84, -122.48)",27.2,0
19398,27.61,-1.2,499.2,-0.29,14043.0,8167,CHARGING,"(41.49, 12.51)",27.9,0
19399,0.0,-0.84,542.8,-2.37,42.9,631,SAFE MODE,"(52.5, 13.53)",28.2,0
19400,7.9,2.26,536.2,51.04,4369.5,9008,CHARGING,"(38.01, -122.51)",41.3,1
19401,0.0,-1.35,19.8,-2.69,0.0,47,IDLE,"(28.52, 77.48)",15.4,0
19402,0.0,-0.58,0.0,-1.12,0.0,0,OFF,"(40.83, -73.74)",23.7,0
19403,0.0,-19.94,666.9,-175.14,0.0,2447,ERROR,"(40.94, -73.82)",37.3,2
19404,0.0,0.77,0.0,-0.53,0.0,0,OFF,"(37.58, -122.6)",20.8,0
19405,26.53,0.01,521.6,9.71,14139.4,12193,CHARGING,"(-33.66, 151.43)",32.1,0
19406,5.0,0.01,556.0,-1.47,2786.1,9073,CHARGING,"(37.65, -122.35)",31.3,0
19407,5.17,0.07,607.6,-2.24,3022.3,2162,SAFE MODE,"(28.71, 77.24)",25.9,0
19408,92.39,-8.97,172.9,13.69,16014.2,11813,ERROR,"(-33.92, 151.05)",56.9,1
19409,12.9,-0.0,658.9,3.78,8601.9,11498,CHARGING,"(40.76, -73.95)",35.4,0
19410,0.28,-1.03,1.3,0.68,0.0,0,OFF,"(51.49, -0.16)",17.2,0
19411,23.58,-0.05,577.8,2.57,13963.0,9153,CHARGING,"(34.14, -118.32)",39.2,0
19412,40.26,0.54,476.7,3.47,18694.6,12067,CHARGING,"(37.88, -122.6)",34.8,0
19413,21.04,0.38,566.2,-10.0,12215.3,7803,CHARGING,"(34.13, -118.22)",31.0,0
19414,20.96,0.49,557.9,-1.17,12032.1,6951,CHARGING,"(48.66, 2.13)",38.1,0
19415,19.66,0.08,472.1,4.63,9512.1,9200,CHARGING,"(52.31, 13.58)",28.9,0
19416,0.0,0.06,0.0,0.53,0.0,0,OFF,"(37.72, -122.37)",23.8,0
19417,1.47,-0.06,42.3,1.52,85.3,0,IDLE,"(35.7, 139.76)",13.0,0
19418,31.67,-0.2,507.3,1.08,15434.0,9271,CHARGING,"(34.16, -117.89)",34.5,0
19419,1.56,-0.19,6.8,-0.35,0.0,22,IDLE,"(42.05, 12.63)",23.0,0
19420,18.49,-0.46,405.6,-0.59,7059.6,7133,CHARGING,"(28.75, 77.07)",33.0,0
19421,1.8,0.44,8.9,-1.66,1.7,0,IDLE,"(48.8, 2.43)",21.5,0
19422,24.37,-0.27,464.5,1.26,11450.0,8074,CHARGING,"(35.92, 139.44)",33.2,0
19423,16.88,-0.07,355.1,-3.17,6094.8,5013,CHARGING,"(48.98, 2.28)",32.2,0
19424,27.35,-0.14,492.6,2.95,13151.0,11564,CHARGING,"(41.9, 12.82)",37.8,0
19425,24.82,0.33,535.9,-0.18,13393.3,10599,CHARGING,"(40.5, -73.79)",28.6,0
19426,0.0,0.11,0.0,0.44,0.0,0,IDLE,"(51.24, -0.05)",20.5,0
19427,35.5,-0.04,549.4,-2.19,18902.1,8294,CHARGING,"(37.69, -122.34)",32.6,0
19428,14.85,0.02,430.5,-2.4,6354.3,5866,CHARGING,"(42.03, 12.65)",25.9,0
19429,6.25,-0.84,593.3,0.31,3825.1,10958,CHARGING,"(51.6, -0.07)",34.3,0
19430,0.02,0.31,0.0,-0.4,73.6,0,OFF,"(-34.02, 151.36)",23.9,0
19431,5.0,0.65,609.6,-0.97,3054.1,8062,CHARGING,"(51.62, -0.0)",37.5,0
19432,6.66,-38.03,231.2,7.95,1533.2,0,ERROR,"(40.75, -73.82)",34.2,2
19433,18.51,0.44,683.5,-3.96,12442.3,12920,CHARGING,"(40.89, -74.01)",33.0,0
19434,0.04,-0.52,0.0,-0.35,0.0,0,OFF,"(41.72, 12.4)",22.8,0
19435,12.48,-0.72,554.4,0.98,7150.8,8547,CHARGING,"(40.77, -73.99)",25.9,0
19436,1.19,-0.35,0.0,-2.38,26.4,0,IDLE,"(51.7, -0.12)",26.9,0
19437,21.83,-0.4,517.6,3.54,11519.2,9532,CHARGING,"(52.76, 13.19)",42.7,0
19438,1.71,-0.07,20.7,-1.99,87.8,0,IDLE,"(37.91, -122.63)",21.2,0
19439,19.16,-0.81,531.9,1.2,9944.5,7391,CHARGING,"(51.25, -0.17)",30.9,0
19440,18.77,0.25,485.1,-9.36,8986.5,9213,CHARGING,"(51.53, 0.03)",29.5,0
19441,1.55,-0.4,33.0,-0.58,0.0,0,IDLE,"(28.54, 76.85)",19.3,0
19442,0.56,-0.64,22.8,-0.53,18.4,66,IDLE,"(41.94, 12.48)",13.8,0
19443,0.0,0.34,12.1,0.23,0.0,0,IDLE,"(49.0, 2.37)",23.2,0
19444,8.6,0.26,583.8,-0.38,4933.0,8104,CHARGING,"(35.76, 139.57)",37.1,0
19445,20.56,0.64,599.7,-1.74,12615.6,9595,CHARGING,"(49.0, 2.4)",35.7,0
19446,0.0,-0.28,0.9,0.29,0.0,0,OFF,"(37.7, -122.6)",28.0,0
19447,34.65,-0.7,476.5,-9.53,16749.1,12248,CHARGING,"(40.68, -73.96)",36.4,0
19448,35.62,0.56,500.2,6.16,18408.1,13676,CHARGING,"(52.5, 13.48)",42.3,0
19449,12.99,-0.3,510.9,-1.99,6729.6,7834,CHARGING,"(34.09, -118.3)",32.1,0
19450,5.06,-0.33,572.9,0.94,2809.3,5607,CHARGING,"(48.61, 2.37)",39.5,0
19451,19.41,0.44,583.3,1.69,11341.9,9999,CHARGING,"(41.83, 12.56)",42.7,0
19452,12.6,-0.35,482.0,-5.93,6057.9,9755,CHARGING,"(51.52, -0.18)",29.7,0
19453,0.03,-0.85,0.0,-0.83,21.7,0,OFF,"(52.44, 13.35)",21.1,0
19454,17.06,-0.9,473.4,0.26,7963.1,8494,CHARGING,"(41.82, 12.41)",39.5,0
19455,22.25,0.33,546.2,0.92,12078.4,10733,CHARGING,"(34.13, -118.02)",33.6,0
19456,19.91,0.27,513.4,-0.42,10514.6,7696,CHARGING,"(40.66, -74.32)",36.2,0
19457,7.08,-0.61,435.8,0.9,3261.7,3452,SAFE MODE,"(28.51, 77.37)",28.8,0
19458,11.33,0.57,597.9,2.59,6950.1,8561,CHARGING,"(41.74, 12.65)",30.9,0
19459,71.39,3.3,459.1,-29.84,33243.4,6576,ERROR,"(51.28, -0.07)",60.9,1
19460,68.78,11.45,365.1,31.42,24954.9,0,ERROR,"(28.6, 77.18)",45.5,1
19461,8.48,-0.37,561.4,-3.13,4919.7,8604,CHARGING,"(35.93, 139.9)",37.7,0
19462,14.9,-0.35,422.2,-4.96,6463.4,6810,CHARGING,"(-33.72, 151.34)",25.1,0
19463,0.0,-3.53,522.4,-9.61,0.0,406,SAFE MODE,"(35.91, 139.86)",61.0,1
19464,0.0,3.49,594.8,-3.46,0.0,9994,ERROR,"(35.67, 139.65)",48.1,1
19465,13.66,0.17,603.1,-9.05,8013.8,10468,CHARGING,"(33.87, -118.42)",27.0,0
19466,1.54,0.11,14.2,-1.02,42.7,0,IDLE,"(35.26, 139.75)",25.1,0
19467,0.0,-0.24,15.8,0.8,0.0,0,IDLE,"(28.52, 77.38)",27.8,0
19468,0.0,-0.66,361.8,-34.28,16.8,3819,ERROR,"(28.29, 77.02)",58.4,1
19469,15.79,-0.25,611.8,4.52,9457.5,10830,CHARGING,"(35.61, 139.6)",44.1,0
19470,5.0,1.08,706.0,-4.39,3666.9,6436,CHARGING,"(34.14, -117.74)",37.2,0
19471,7.0,-1.3,418.9,-8.53,2769.9,7968,CHARGING,"(33.97, -118.03)",20.4,0
19472,8.33,0.52,580.8,4.62,4749.5,6009,CHARGING,"(51.58, -0.35)",32.5,0
19473,42.39,3.62,404.4,-16.15,17579.9,5077,ERROR,"(41.78, 12.34)",47.2,1
19474,0.0,-0.47,0.0,1.94,0.0,0,IDLE,"(28.22, 77.29)",29.1,0
19475,0.09,0.57,24.0,-0.15,91.0,0,IDLE,"(-34.07, 150.98)",22.4,0
19476,12.38,-0.71,521.6,-2.85,6473.0,10958,CHARGING,"(34.28, -118.47)",27.0,0
19477,2.79,1.15,49.7,1.11,77.8,43,IDLE,"(51.54, -0.25)",13.2,0
19478,0.08,0.71,0.9,-0.53,0.0,0,OFF,"(35.38, 139.63)",34.8,0
19479,5.0,0.41,498.0,6.83,2560.8,7880,CHARGING,"(51.5, -0.26)",30.9,0
19480,0.0,-0.36,0.0,-1.51,0.0,0,OFF,"(37.84, -122.47)",17.2,0
19481,0.0,1.27,0.6,-0.91,0.0,0,OFF,"(35.46, 139.93)",24.4,0
19482,21.57,-0.09,652.1,9.79,14574.6,11255,CHARGING,"(40.7, -74.26)",38.4,0
19483,8.46,-0.2,551.4,3.51,4656.4,10594,CHARGING,"(41.89, 12.39)",33.8,0
19484,23.32,-0.24,597.0,-7.69,13776.0,11466,CHARGING,"(28.61, 76.93)",29.9,0
19485,0.0,0.08,0.0,1.84,0.0,0,OFF,"(28.59, 77.39)",15.4,0
19486,21.61,-0.45,487.9,4.09,10223.6,6714,CHARGING,"(34.03, -118.28)",36.8,0
19487,39.9,-1.33,475.8,2.21,19410.9,15610,CHARGING,"(41.93, 12.33)",28.2,0
19488,10.43,-1.36,617.2,-1.65,6402.9,6972,CHARGING,"(52.43, 13.32)",43.1,0
19489,6.91,4.77,444.0,28.19,3166.9,3105,SAFE MODE,"(40.67, -74.07)",57.1,1
19490,1.3,-0.21,11.1,0.35,29.5,0,IDLE,"(28.84, 77.18)",19.6,0
19491,8.64,-0.07,576.7,-12.56,4813.7,3567,SAFE MODE,"(35.69, 139.69)",28.8,0
19492,20.46,-0.53,541.1,6.67,10929.8,6529,CHARGING,"(34.22, -118.19)",34.4,0
19493,10.54,0.35,648.5,-0.56,7108.8,6280,CHARGING,"(49.05, 2.33)",32.1,0
19494,0.84,0.34,10.2,0.32,0.0,0,IDLE,"(35.78, 139.7)",21.4,0
19495,51.86,13.25,364.1,-28.54,19190.2,7591,ERROR,"(-33.77, 151.07)",42.7,1
19496,17.2,0.76,526.3,-7.39,9093.0,10929,CHARGING,"(-34.15, 151.33)",31.6,0
19497,18.61,-0.04,515.7,2.65,9607.0,9192,CHARGING,"(41.71, 12.7)",32.5,0
19498,1.94,-0.92,12.7,1.68,0.0,64,IDLE,"(51.5, -0.18)",24.1,0
19499,21.86,-0.84,554.1,-4.8,12116.2,11107,CHARGING,"(-34.07, 151.25)",23.2,0
19500,5.0,0.17,618.1,1.8,3187.2,9969,CHARGING,"(40.76, -73.89)",36.0,0
19501,0.02,0.56,0.7,0.84,0.0,0,OFF,"(35.77, 139.86)",19.6,0
19502,0.0,-0.01,0.0,-0.74,15.1,0,OFF,"(-33.87, 151.08)",16.4,0
19503,29.82,-1.17,598.5,-7.04,18278.8,12291,CHARGING,"(48.78, 2.4)",25.7,0
19504,19.78,0.03,546.7,8.92,10715.6,9988,CHARGING,"(34.08, -117.89)",39.0,0
19505,21.08,-0.3,507.1,3.81,10782.6,7626,CHARGING,"(52.89, 13.59)",34.8,0
19506,22.88,-0.48,506.5,-3.97,11502.0,6049,CHARGING,"(51.47, -0.18)",33.3,0
19507,0.48,-0.06,0.0,0.84,0.0,0,IDLE,"(51.71, -0.33)",28.0,0
19508,0.35,-0.93,0.0,-1.43,0.0,38,IDLE,"(28.85, 77.29)",18.3,0
19509,2.12,0.43,18.3,0.95,47.0,0,IDLE,"(34.33, -118.19)",22.3,0
19510,0.0,-0.39,0.0,0.44,0.0,0,OFF,"(40.64, -74.12)",23.9,0
19511,0.91,-0.79,0.0,0.01,0.0,0,IDLE,"(37.78, -122.67)",24.6,0
19512,22.43,0.5,470.4,-5.01,10693.1,10135,CHARGING,"(40.73, -74.0)",31.2,0
19513,26.5,0.07,441.6,0.46,12059.6,7719,CHARGING,"(48.76, 2.39)",33.0,0
19514,0.0,0.4,17.6,-1.33,45.0,0,IDLE,"(33.86, -117.96)",25.0,0
19515,9.22,0.21,476.1,9.57,4549.9,8488,CHARGING,"(51.38, -0.1)",24.2,0
19516,8.28,-1.98,449.3,-32.46,3771.9,3665,ERROR,"(28.45, 77.25)",49.0,1
19517,5.34,0.03,572.0,2.61,2917.1,4353,CHARGING,"(28.35, 77.0)",28.1,0
19518,0.29,-0.57,20.4,-0.96,81.4,18,IDLE,"(37.77, -122.45)",26.1,0
19519,27.93,0.04,633.5,-0.81,17634.3,8613,CHARGING,"(40.9, -74.01)",32.0,0
19520,0.0,0.26,0.0,0.29,5.4,0,OFF,"(34.11, -118.06)",26.0,0
19521,0.33,-1.28,0.0,-1.7,68.0,0,OFF,"(28.84, 77.34)",16.5,0
19522,21.5,-0.38,452.9,-3.12,9828.5,10160,CHARGING,"(41.82, 12.48)",38.1,0
19523,0.0,0.19,41.4,-1.5,65.2,21,IDLE,"(28.63, 77.08)",16.9,0
19524,7.25,-0.15,582.3,-0.93,4082.6,11844,CHARGING,"(37.85, -122.42)",33.2,0
19525,5.43,-0.02,540.8,6.01,2850.6,8483,CHARGING,"(34.06, -118.09)",34.2,0
19526,23.53,1.77,412.0,-85.39,9810.6,6549,ERROR,"(35.51, 139.88)",56.1,1
19527,9.72,-0.59,468.8,-0.34,4370.9,4158,CHARGING,"(40.74, -73.92)",22.8,0
19528,13.74,-0.86,558.8,-2.03,7386.6,10630,CHARGING,"(51.5, -0.3)",37.4,0
19529,0.0,0.24,39.3,1.09,0.0,46,IDLE,"(52.61, 13.24)",28.1,0
19530,43.94,-1.71,421.0,1.44,17892.1,11804,CHARGING,"(51.54, 0.11)",34.3,0
19531,21.07,-0.62,548.7,-3.54,11582.5,11227,CHARGING,"(51.5, -0.06)",33.7,0
19532,0.0,-0.28,0.0,2.82,26.2,0,OFF,"(38.0, -122.21)",17.0,0
19533,24.0,-1.38,494.3,7.28,11427.1,9531,CHARGING,"(48.72, 2.11)",30.3,0
19534,19.93,0.55,411.7,-3.71,7987.5,8642,CHARGING,"(34.11, -118.15)",28.2,0
19535,0.31,-1.04,0.2,0.71,69.0,0,OFF,"(-33.87, 151.14)",22.1,0
19536,5.05,-0.85,529.8,2.79,2615.6,5532,CHARGING,"(28.67, 77.34)",30.2,0
19537,18.38,0.71,516.3,0.8,9395.3,6917,CHARGING,"(28.73, 77.18)",31.5,0
19538,2.46,0.34,450.9,-47.66,1172.5,5979,SAFE MODE,"(48.7, 2.37)",39.9,2
19539,0.0,-3.02,628.7,27.52,0.0,955,ERROR,"(41.68, 12.52)",66.0,1
19540,0.0,0.9,23.0,-2.07,48.7,0,IDLE,"(40.62, -74.01)",33.4,0
19541,36.27,0.72,411.1,-1.36,15154.4,10234,CHARGING,"(48.97, 2.48)",30.6,0
19542,22.91,-0.16,553.2,-5.21,13405.6,12725,CHARGING,"(34.04, -118.3)",32.3,0
19543,0.0,0.13,0.0,-0.86,0.0,0,OFF,"(33.92, -117.96)",19.0,0
19544,25.39,1.2,316.5,-3.51,7899.2,4860,SAFE MODE,"(41.91, 12.23)",51.2,1
19545,11.24,0.14,433.4,-1.16,4444.0,8849,CHARGING,"(52.49, 13.42)",27.9,0
19546,7.03,0.36,558.1,-8.93,4012.7,7929,CHARGING,"(48.73, 2.44)",30.8,0
19547,35.26,-0.27,529.7,-0.51,18759.8,13570,CHARGING,"(28.66, 77.07)",26.5,0
19548,14.59,51.42,453.9,-13.56,6474.6,4847,SAFE MODE,"(42.17, 12.4)",50.6,2
19549,21.32,0.39,450.2,-2.39,9610.2,7705,CHARGING,"(51.37, 0.04)",25.3,0
19550,0.0,0.23,20.3,-0.93,15.5,0,IDLE,"(42.01, 12.39)",28.0,0
19551,7.96,-0.69,505.9,-7.34,3880.0,3672,CHARGING,"(48.76, 2.38)",28.3,0
19552,0.54,1.13,34.4,-0.48,0.0,0,IDLE,"(35.5, 139.58)",24.1,0
19553,95.42,1.56,262.8,-33.32,25294.9,10819,ERROR,"(51.63, -0.24)",46.9,1
19554,0.15,-0.63,0.0,1.25,16.8,0,IDLE,"(-33.8, 151.3)",9.3,0
19555,24.96,-0.9,522.2,1.66,13114.0,12169,CHARGING,"(42.0, 12.68)",30.5,0
19556,12.04,-0.44,476.1,2.55,5833.7,6520,CHARGING,"(35.77, 139.47)",28.4,0
19557,1.7,-0.01,11.5,-0.16,60.4,0,IDLE,"(34.16, -118.08)",24.9,0
19558,5.0,-0.85,575.1,0.42,2938.8,5008,CHARGING,"(40.9, -74.02)",26.2,0
19559,9.35,0.33,560.9,-3.31,5509.5,7965,CHARGING,"(28.66, 77.18)",37.1,0
19560,12.58,1.23,417.5,-3.12,5157.9,12091,CHARGING,"(33.99, -118.17)",34.1,0
19561,0.0,3.68,447.4,108.93,0.0,4221,ERROR,"(28.74, 77.2)",41.3,2
19562,0.38,-1.42,0.0,0.04,52.1,0,OFF,"(51.49, -0.5)",20.6,0
19563,5.0,0.67,500.6,4.97,2541.8,6864,CHARGING,"(48.77, 2.25)",41.5,0
19564,0.0,-0.9,0.9,0.87,26.6,0,OFF,"(41.96, 12.84)",21.9,0
19565,0.85,-0.0,52.7,1.08,75.5,27,IDLE,"(48.75, 2.2)",27.3,0
19566,0.0,-0.21,30.8,2.53,1.4,53,IDLE,"(52.32, 13.25)",25.2,0
19567,31.05,3.96,461.9,-3.25,14292.5,9890,ERROR,"(34.08, -118.37)",68.7,1
19568,6.41,25.27,528.4,-86.09,3441.6,3905,SAFE MODE,"(33.93, -118.22)",56.6,2
19569,0.0,-1.61,445.2,-35.3,17.5,4210,ERROR,"(-33.69, 151.39)",46.2,1
19570,20.29,0.42,390.9,-1.42,7885.7,7688,CHARGING,"(35.82, 139.76)",32.7,0
19571,0.3,0.69,5.8,-1.14,0.0,61,IDLE,"(52.73, 13.33)",24.3,0
19572,0.22,0.37,43.2,-0.69,0.0,0,IDLE,"(52.17, 13.34)",26.2,0
19573,25.75,0.5,382.8,-5.88,9983.3,6856,CHARGING,"(35.62, 139.56)",25.5,0
19574,47.06,-1.7,0.0,-4.82,0.0,7846,ERROR,"(-34.08, 151.14)",40.2,1
19575,30.79,1.61,410.6,1.6,12577.1,11294,CHARGING,"(34.09, -118.36)",37.1,0
19576,23.97,-8.66,669.8,9.06,16509.6,13584,CHARGING,"(-33.83, 151.44)",57.6,2
19577,27.46,1.58,625.2,7.94,17347.9,10905,CHARGING,"(52.56, 13.54)",34.3,0
19578,0.0,1.25,733.1,105.64,17.0,5916,ERROR,"(40.46, -74.05)",69.0,1
19579,2.53,0.27,28.4,2.91,40.4,7,IDLE,"(33.98, -118.28)",22.8,0
19580,0.8,0.24,0.0,0.55,0.0,0,IDLE,"(51.72, -0.02)",32.3,0
19581,0.0,1.27,592.5,-4.91,0.0,1456,SAFE MODE,"(28.45, 77.23)",25.6,0
19582,25.28,-1.47,442.9,-0.55,11246.8,6740,CHARGING,"(52.47, 13.26)",32.6,0
19583,0.0,-0.01,17.2,0.7,0.0,0,IDLE,"(37.63, -122.47)",18.6,0
19584,9.7,0.71,613.7,1.2,5949.4,8976,CHARGING,"(49.09, 2.36)",27.6,0
19585,10.43,38.35,538.5,-85.25,5643.3,3929,SAFE MODE,"(-33.97, 151.22)",51.5,2
19586,0.36,-13.13,0.9,16.53,0.0,0,OFF,"(41.83, 12.71)",44.8,1
19587,0.0,0.48,0.0,-0.8,0.0,2,IDLE,"(38.13, -122.28)",22.1,0
